,PPO,CPPO,PPO-DeepSeek 10%,PPO-DeepSeek 1%,PPO-DeepSeek 0.1%,CPPO-DeepSeek 10%,CPPO-DeepSeek 1%,CPPO-DeepSeek 0.1%,CPPO-DeepSeek Phase1 EP90,CPPO-DeepSeek Phase1 EP100,CPPO-DeepSeek Phase1 EP110,Nasdaq-100
2023-02-15,3048416.664575191,1970943.282276415,1535807.6316618545,1258541.337198955,1896850.4026386926,1354171.0450249666,2000081.0974113157,875916.9948807817,2203238.0185360922,1818768.7889293404,1634019.3770133168,1994678.3088926726
2023-02-16,3032765.12186639,1955190.0135056125,1535476.2707381558,1258930.3473397996,1883652.7298655114,1329999.2901578513,2000715.6936246578,873690.1538059756,2205621.0132743707,1807902.9873943706,1617880.646394,1956097.2381953811
2023-02-17,2996393.3639461137,1915173.7724349473,1507743.3122029176,1218872.002066144,1837444.1419823011,1301121.653698136,1961665.7938062206,839064.8269820969,2162642.122899034,1768410.353920853,1580304.1734860393,1942844.2115344196
2023-02-21,3015946.5726133883,1916765.934420743,1484109.2987042798,1216072.5433378862,1830403.504946107,1322339.0565865915,1948735.8981822375,836096.8767557021,2161727.454397375,1767099.08186717,1581362.5660723143,1896014.158833358
2023-02-22,3050331.2756529064,1921973.1233930246,1479637.247341418,1228415.047574574,1843168.6477498836,1337399.7971873435,1954000.1472790907,838802.0413518467,2167973.9502719482,1771982.7974419903,1594927.833934145,1896952.6666872392
2023-02-23,3032695.6532093743,1907966.946967114,1467097.5507424446,1199834.4244466356,1819436.0806622482,1320697.8037289039,1937537.1625877507,817438.8344873537,2132863.210233988,1716025.6433078414,1514845.945332503,1914854.3240217941
2023-02-24,3083900.647842687,1930677.7882670388,1472052.4622527806,1213732.582934931,1823120.581449686,1330056.7180125045,1947551.7701311498,820288.8471718222,2185185.2044339785,1741874.285683418,1536825.3261574777,1881763.0560137045
2023-02-27,3106475.3389615933,1944963.9538597765,1469739.5053923423,1223754.5026168253,1821913.5143097108,1322535.644710072,1948636.3187725188,826658.3479992443,2165257.8531977106,1728487.9230273343,1536374.3934170238,1895619.5955772684
2023-02-28,3082121.3772822823,1937609.1457733402,1469137.6694250933,1221710.2238759357,1814260.6761833718,1330048.1879326333,1944930.868026013,822957.9035491229,2160336.2847958235,1713807.4723001474,1524192.3257387201,1893156.108414929
2023-03-01,3108163.23352394,1943282.8495950943,1484098.8870011766,1247976.6972551777,1836560.9019258404,1356849.829558188,1972817.3113109395,848831.9020926397,2169222.7677102364,1730605.79409647,1541190.16533694,1876876.9197536637
2023-03-02,3153421.562065138,1972646.4205161857,1504018.290942686,1302434.2182965132,1865983.8337710542,1401720.6441213149,2008157.159399766,900629.9509454422,2193351.0856242985,1754358.3687294642,1572726.9599301675,1893588.4392044805
2023-03-03,3196867.5630440027,1970789.0289311714,1495605.6959247382,1288944.488636037,1859737.7215221382,1382003.5269891147,2005446.7329075986,883496.5067411541,2216374.046466847,1745925.9509434118,1565595.4214478135,1932252.8748231952
2023-03-06,3183571.74519984,1960880.2622110858,1475191.9611784057,1260268.6301456774,1837839.2745047458,1358905.3982781607,1977592.2953885314,858315.8216599673,2194473.381378223,1726116.538419261,1547313.657415939,1934087.6707272907
2023-03-07,3179041.1303980793,1980823.679767628,1478252.7185727595,1259427.6966433672,1839840.7896280002,1359197.34997776,1977325.6677991422,860475.9414307154,2173394.7859998215,1729407.9180401524,1546880.1902438898,1910457.1698514982
2023-03-08,3109958.176692674,1929525.2028225737,1451098.3227833817,1234826.8374115587,1806594.7582327297,1331837.630189251,1943225.1577595917,839455.4842252914,2140265.1020499417,1692771.541630927,1514047.2909296097,1920386.6535677807
2023-03-09,3050418.7269128878,1883868.7736825028,1423000.7117055885,1198069.3073529014,1772556.8591108716,1298202.3051028852,1903491.4958085292,807876.0939092543,2105717.6688439227,1665512.2162125097,1480512.0427695937,1885886.6258562368
2023-03-10,3068815.3464060323,1895279.9052465141,1427384.4993189925,1304717.5419955195,1791521.1218027435,1350735.3359936373,1896927.8754573525,911672.5526645732,2106679.63566256,1666738.5332208723,1490547.20902628,1859852.513176033
2023-03-13,3148057.5337380464,1946436.2139912387,1450575.1479651323,1309984.6236729776,1814308.6457471673,1355536.614553068,1915864.9008092408,912036.9166557336,2121988.4210594287,1684926.8844836461,1507845.7948729214,1874455.8059215501
2023-03-14,3119052.3119622106,1920282.1626226804,1442829.2459620475,1308910.6155199942,1799856.153969529,1326304.1720650566,1901988.798132506,917253.2527000501,2093594.3225725887,1674026.2138397666,1489780.7792839352,1917943.5854377602
2023-03-15,3176508.217014021,1954449.5570276505,1467486.2874459203,1307252.0004649286,1835440.9861167637,1339546.659332525,1924598.040203883,911764.382166289,2094553.5550164923,1704588.580302739,1520707.0080167267,1926044.7213654162
2023-03-16,3132971.1926670913,1929988.7769498664,1456220.039685224,1289031.454983517,1818076.4516778868,1327076.8271594406,1899437.7876346787,909315.2756287958,2019617.9487306946,1678848.3204995843,1499923.699418954,1977935.316497304
2023-03-17,3146262.9165586545,1941690.8539367074,1463259.8569831478,1286350.2016242815,1834492.2361147583,1330476.0254462347,1931248.0645759664,897520.7781035724,2067720.32662305,1700553.0090467024,1513373.3781172575,1968265.292665376
2023-03-20,3204081.559327605,1963657.7206640434,1475912.5724802238,1305608.2444719726,1856677.464445141,1357911.5822516636,1948674.8276803293,906433.20578845,2131158.240164661,1727177.862068278,1545499.720683747,1974983.000771778
2023-03-21,3148136.298732794,1917438.753433527,1451271.9097815598,1280979.4277238527,1817940.9205105943,1332932.5351098361,1913472.1993774262,888069.3695575404,2086743.4204085674,1682780.0848649174,1499460.4063024826,2003097.0912704645
2023-03-22,3171118.856776233,1953159.2584082943,1467073.63647188,1291633.342714946,1826806.6282707325,1332526.828838603,1916731.0471793253,889296.7647903564,2105144.2332537747,1710453.972924131,1525867.3507946422,1975696.745743591
2023-03-23,3165452.516571792,1947188.2915888848,1485161.095610875,1291456.0185476523,1823510.744047618,1335654.37057862,1928212.1102168558,898268.9831149438,2091911.571963557,1719593.2850888136,1524757.2622119866,2001177.5487059169
2023-03-24,3163090.7452048096,1940642.494472808,1488506.4456338757,1283097.1560141244,1809981.70982765,1338584.3175131413,1935472.7714947138,890099.1265447137,2093639.129207769,1721265.9043843562,1519206.864360777,2007123.1717481655
2023-03-27,3156963.079629794,1941126.6506673605,1483343.1851486568,1266466.6023688193,1810364.7884736285,1338663.2077521875,1945909.8830804892,877681.7381611983,2090594.3602441202,1722582.3578637147,1514776.1270021407,1992348.5433630391
2023-03-28,3229069.63444366,1997575.0957847335,1512777.8548909025,1311314.7281668985,1864780.9562476194,1367811.6467752259,1970251.7794975175,907033.1649532776,2145991.2475037538,1751870.6644651971,1547921.664329142,1982522.8436004987
2023-03-29,3285845.0071623516,2031304.872127072,1515905.496102849,1328090.482959719,1887327.0347982447,1378511.591974083,1976124.8612663385,919501.2660162133,2170449.334722506,1772366.47723076,1568673.721348724,2019539.785716841
2023-03-30,3358367.9993344084,2074497.3682644493,1533769.7796044627,1356780.968087638,1921777.306307492,1408913.6719999642,2008918.039752146,945394.9950341254,2205970.7363973376,1805449.1898731808,1604077.4418668165,2037950.690646901
2023-03-31,3344908.8982262067,2067847.9590359542,1536367.832978482,1339612.1833767626,1901499.8952293703,1433336.0026273404,2001864.8924364487,936648.4119323523,2194637.202983321,1817276.2415374373,1605640.730808829,2072255.739628782
2023-04-03,3328651.0737912324,2040855.3477794714,1534378.0069008563,1336182.9355301766,1889783.7937502374,1422986.5802000884,1972760.0851089654,935256.6625115582,2182779.8513116036,1803658.1660553964,1588329.9091249616,2067067.7701541607
2023-04-04,3265381.957164892,2010185.5375188983,1538434.7209808545,1325634.9474589464,1863975.0188154988,1423091.0203919376,1950207.7244254474,935057.8565403057,2144951.304785686,1783988.5551656722,1560903.0151739963,2059479.2594063035
2023-04-05,3261861.6076268586,1999868.5371629857,1541959.258203857,1320931.8707936641,1859314.9831043403,1412564.505464432,1952063.7008716653,931793.4384951951,2131087.4405723074,1778166.0683609913,1552153.8698894645,2038589.0540783484
2023-04-06,3271325.909694029,2012634.64239557,1546457.8628004673,1330404.8784220093,1870087.5537242976,1419368.4163443847,1971147.7147366062,931437.0788852983,2159131.474477312,1787893.0038423387,1564166.973223488,2053586.9100799551
2023-04-10,3295072.041502504,2025065.7173904907,1547505.6664269154,1323536.250608096,1863521.4538783804,1419888.0529899253,1980564.3033553357,924044.7501746875,2161600.6696402156,1788344.5696942273,1561908.6228530037,2051799.5538825255
2023-04-11,3265477.195294216,2004219.106811285,1546620.8128228919,1313480.552544884,1841961.89145313,1416047.8418095142,1977309.0807027116,918213.0583644776,2150536.08131382,1769837.9523879592,1536590.7285931527,2038109.5906352482
2023-04-12,3350023.170074698,2045375.9334945616,1566898.6379253622,1349565.1031045124,1872091.775489905,1440139.8173865208,1989477.3679370037,940617.5849276367,2216119.0616213037,1803383.0332294104,1567061.616774122,2019904.4112939665
2023-04-13,3344298.3368111015,2041582.0275889009,1562753.8789083138,1332126.8198020076,1867506.7696177345,1434978.6853172397,1987179.9668839641,925245.0042673278,2206784.6746993307,1794857.6628371465,1556228.1414329736,2060942.8280912456
2023-04-14,3381640.525520418,2051805.4898342376,1568265.4562000518,1352348.0432707383,1881186.4770028023,1432971.6062093156,1999401.8513784339,932876.5225541245,2261155.039786257,1796831.6155175876,1565852.1129792402,2056246.9112375453
2023-04-17,3401826.282316678,2060986.471205512,1573599.4989351702,1349888.375991487,1881837.75671929,1429603.81141723,1996433.9219173624,928398.9044618302,2273479.9555121837,1801262.9514915415,1565284.1001297669,2057534.5384861142
2023-04-18,3387427.1828840883,2035562.505557925,1567964.2506763015,1354220.4918284642,1879783.1542502267,1431310.1836527956,1995033.652402722,938342.0509877003,2248129.15616834,1781359.479271158,1552501.3117568265,2058175.9724487378
2023-04-19,3370856.5461223274,2015654.1741843764,1565788.6589767213,1337287.5763663866,1866063.9702836631,1413636.9686719417,1982849.3082785744,916760.6554542022,2241909.55631219,1769191.165434158,1538435.7602708975,2057691.7496823152
2023-04-20,3355440.387227389,2015779.4466091788,1576060.8207821227,1345082.3944723234,1870170.6607634888,1414431.6776167674,1990726.96950037,922416.7158272967,2238007.2205091086,1768809.9289663357,1539851.1032020773,2041541.5233304333
2023-04-21,3350311.185930289,2016505.9814979017,1579659.8214803159,1348030.9571459962,1869010.381054127,1424789.2146393005,1998004.4172771196,927206.576010598,2243969.4150246996,1774641.809954324,1546415.7254517553,2043866.529536744
2023-04-24,3280200.0283555267,1953130.4114911754,1545808.8367621307,1301261.2619314473,1821783.63462522,1380068.1282660495,1980102.0410002926,889801.6492854487,2207819.831696791,1740611.2089553496,1505862.803774561,2038991.4471889364
2023-04-25,3195625.3828690057,1957547.3616822087,1560473.5684303143,1228468.0671985466,1811872.2404483259,1354894.4542758863,1962679.4700566786,865351.3183872722,2015004.805520423,1729336.1231795491,1492888.2627151944,2000529.8201543833
2023-04-26,3235847.250193627,1963241.583026038,1612269.6386831256,1215032.0184480823,1816811.9240516152,1357544.1607273298,1978091.2034636068,848430.0925059491,2014926.580499373,1747368.8933289808,1501894.7035951698,2013322.113612417
2023-04-27,3273548.87144284,1998590.9007970577,1631090.4376678448,1220061.9327429973,1834618.7541223112,1374797.8540392094,2008203.7671802086,856364.2908728707,2023411.731156547,1766276.7340606262,1519673.913673702,2068904.1013238442
2023-04-28,3290261.228188983,2033584.9312046196,1635947.7091054698,1202890.9766596146,1841458.3376363623,1368328.0913238104,2011754.721498498,848238.253524873,2017579.8033790246,1769793.9225924956,1520022.8878899533,2082417.9696081893
2023-05-01,3233872.375483391,2011094.6251434344,1614773.377820938,1171002.9486126064,1845996.4020960212,1326069.7788189263,1970394.3897882334,822661.5125278888,1983485.606808837,1749703.2544827694,1495274.1022576867,2080135.1832055456
2023-05-02,3245091.137781861,2017378.5139975534,1597846.7315341684,1177488.4764328406,1840364.4029189695,1308099.768418967,1960550.424975209,827547.0960908175,1986003.9858153262,1737781.0265817167,1488961.4171182227,2061614.199732833
2023-05-03,3187051.8160733697,1984935.9671043586,1602613.626565976,1173799.6855179854,1826174.4035886596,1296591.0652421638,1944771.345096797,824062.6100977306,1978685.556515598,1731423.7188903056,1482895.9578713393,2048494.8947045773
2023-05-04,3268886.575084363,2028630.475161009,1624074.8583658997,1195299.1303392248,1841722.59346504,1338327.752706785,1986749.1332714898,842409.8447160735,2018543.9104142988,1757016.3327274693,1504122.6797301455,2040991.2841437308
2023-05-05,3316928.6709501687,2042422.1450146874,1622300.6196167117,1183994.9572319698,1839139.4383138055,1333620.9905813693,1981171.1670590448,830309.6600296044,2033923.1424832414,1761420.3287617262,1501251.3782084198,2084483.6694567048
