,PPO,CPPO,PPO-DeepSeek 10%,PPO-DeepSeek 1%,PPO-DeepSeek 0.1%,CPPO-DeepSeek 10%,CPPO-DeepSeek 1%,CPPO-DeepSeek 0.1%,CPPO-DeepSeek Phase1 EP90,CPPO-DeepSeek Phase1 EP100,CPPO-DeepSeek Phase1 EP110,Nasdaq-100
2019-12-20,1559942.1828074704,1310258.2252556593,1260352.2103449937,1391236.5788656794,1411153.9260820518,1289894.8778712659,1385646.759076881,1271473.2993885651,1281306.8768468807,1253457.5415523995,1272148.002932076,1364355.830961732
2019-12-23,1562162.5014633026,1314908.5611391966,1266949.448257954,1393984.8857447691,1412973.309468441,1296172.1963236432,1389155.0831532567,1276559.4081929554,1285463.5586794007,1257622.8424951343,1275982.7368095454,1367110.097426419
2019-12-24,1568633.1670060402,1314262.2009272247,1264495.8857921879,1395372.1164304144,1417109.3821935907,1292663.6750469855,1389445.451547103,1263705.9112454667,1287066.071665855,1259077.8824910582,1277671.8534227766,1367660.3366131212
2019-12-26,1572454.2247140557,1310342.6786383279,1260014.7408360064,1386480.6883799427,1417655.2143527414,1293387.7013591598,1388516.7894721578,1266164.3345596145,1282136.2889633605,1253827.1431791584,1273222.3352376844,1380048.5481684203
2019-12-27,1549113.800078965,1291797.3895081992,1247313.1283692012,1368609.6836935678,1408080.09407182,1286501.3105321669,1378122.3236390962,1251917.7670752124,1275400.3863342952,1245308.8653254646,1261181.0272473346,1378896.331344704
2019-12-30,1542453.4061904424,1287847.0992558456,1251795.0732505391,1376407.7844224388,1414235.925550603,1298253.4912587132,1382001.4834792141,1264481.4622233845,1279727.2684906523,1249822.2812240943,1265816.497609461,1369267.1455774142
2019-12-31,1600726.054260137,1315350.9044670656,1258251.0356580412,1398831.529793363,1418572.4578452746,1294451.4825407185,1389248.9252475293,1251572.093820032,1291574.3894753114,1262153.4160604824,1285852.711070774,1372936.430332488
2020-01-02,1593358.285180168,1304400.8446753789,1253256.244292377,1387875.2060130287,1410496.0643852677,1286077.4401454823,1377891.2404413682,1236429.8560490005,1287376.5438017938,1256371.1403367855,1284268.5787537135,1394812.2761678728
2020-01-03,1595224.7020135245,1307098.6425379766,1257031.7315629465,1400265.139301319,1410052.9415071493,1296128.3537298657,1392244.8369250551,1244868.5033025243,1291195.397383204,1264452.92418913,1292335.4920017985,1382499.599679498
2020-01-06,1616892.0095361567,1318246.0269398699,1252595.960467567,1412438.7273352493,1408546.0407821552,1308157.2096776587,1385698.2535219744,1259455.5515644483,1287457.2409205986,1262578.9054541208,1291845.0878007514,1391086.3401126056
2020-01-07,1637371.5475268525,1332775.3275899724,1259775.910548806,1426714.5994574996,1418808.4074151723,1313432.973984362,1406378.8795870226,1268744.6718853714,1296431.1012818415,1275566.9876511912,1309873.7395845836,1390761.0173345301
2020-01-08,1659374.7164946431,1342669.2691833253,1264622.2941752898,1431063.524872131,1429058.916518741,1326698.7848656743,1404652.3321392715,1278064.9493778874,1301525.3075790994,1278944.5644350066,1314201.912877982,1401124.3671059522
2020-01-09,1676850.9323452932,1351789.8307871816,1269686.8391012712,1416764.7853319678,1425866.9373462717,1324584.812156154,1394882.7392902304,1280330.0485161936,1292775.5554530635,1270232.9435466335,1308757.8669296312,1413270.46727804
2020-01-10,1704757.1652965609,1371053.5864749975,1268303.0375622038,1427086.6411735434,1427821.4890012862,1297904.9404999337,1397279.9657693068,1242857.9191300988,1299565.5783558215,1280206.0161988237,1325202.9588497302,1409656.1450310133
2020-01-13,1664390.6966620414,1356876.2215105349,1275873.6850354015,1420912.8048579812,1420132.181502607,1283650.767731963,1406526.8462259145,1223704.9269950823,1302354.443778965,1283887.8819659026,1324669.2571460065,1426007.7982280273
2020-01-14,1676427.7426583297,1350502.8157510404,1269046.2333746413,1424329.2441899444,1427838.892362827,1290745.5781933754,1414061.5753620018,1234254.4805288138,1302499.0721428401,1283865.0397064954,1321874.1977432312,1420154.751700729
2020-01-15,1692208.8044656743,1347847.1502068245,1264516.0335309163,1433438.7727835118,1441698.7229918097,1305608.2882590797,1426219.8470741573,1253981.7110090393,1306248.4596417064,1287274.1587047125,1329882.8721347875,1420508.4768921803
2020-01-16,1706011.739517164,1351591.604872615,1267605.1056937769,1432853.7118076633,1446706.9250282561,1302132.830666203,1427341.383602158,1250140.9152356565,1306309.5665684775,1289132.18335105,1332114.411150977,1434552.1653309087
2020-01-17,1689455.6984829863,1342556.3688436723,1272212.600522257,1438078.5167194395,1442925.5119584564,1307282.9413651705,1418841.3864704554,1259552.61315377,1301749.7459730792,1282185.6651995713,1337104.7675685657,1442213.1406145147
2020-01-21,1695475.710433109,1338581.3034945498,1278589.6432827974,1432354.9335710143,1455492.1798172244,1309594.829027052,1420232.0218999817,1268606.258418481,1298264.5243022025,1274460.988185042,1333095.2330143685,1441096.8490055546
2020-01-22,1701966.9683031656,1351579.1704529996,1265121.1378154275,1459551.996450944,1452994.522141911,1300469.889492463,1424360.7348645972,1256084.7106399687,1310372.4842833548,1290131.585223972,1349028.7607908905,1444547.6654674707
2020-01-23,1695189.1845356214,1339119.896755374,1250807.0246334865,1448853.765408774,1435765.2484418855,1276703.8749005394,1410905.7795404606,1230503.5185657607,1300646.4458338672,1281122.0295589857,1347395.4233484566,1449012.5248501927
2020-01-24,1663269.3321511622,1321216.1830524544,1246753.4009139533,1411414.8292452444,1415566.5540003146,1250467.5843127705,1393013.6268625362,1207478.2356370261,1275784.8320044887,1257585.4539073939,1323643.657860476,1437141.390744897
2020-01-27,1705837.6229859309,1342736.7169234175,1257810.420461547,1429870.3530263647,1431398.9007466962,1257909.7178921648,1415341.8687389719,1211692.6412739395,1289811.6304964677,1273258.284726849,1342621.5746188876,1407382.877275014
2020-01-28,1703603.100505781,1333037.4303262408,1254185.8792175173,1414708.6543475462,1403442.4479075363,1255828.1087585215,1404813.6172583983,1207665.7053461603,1279038.6679004782,1261610.8049974607,1332502.040009406,1429195.9307478538
2020-01-29,1712294.1823944466,1331289.4808326028,1245609.0730627389,1412794.3393116486,1409658.4987824545,1216288.2121598544,1407440.63122352,1152566.4926089412,1281621.2342095124,1267559.893552468,1349971.6699548233,1430875.0507213369
2020-01-30,1679678.0204185438,1303789.5355608603,1212445.4132880373,1404443.5153271658,1395934.1150553683,1187433.7457019794,1381680.130365098,1128370.383562962,1263838.6087030156,1248355.071133506,1327149.046250629,1436295.6129325246
2020-01-31,1705118.0659203934,1311373.4901595311,1215514.287714584,1440532.1420813317,1416124.0583339657,1196001.2256452648,1396139.6423239396,1136795.5509901354,1282269.0359953963,1271614.9926962976,1365170.773522364,1413566.0059037104
2020-02-03,1768490.236205248,1355711.1755556,1252714.8013410307,1479284.5420404826,1439913.09312471,1215572.345472339,1431244.7904558054,1149760.8178062595,1307356.9655047446,1303209.3176610747,1412121.746606615,1434745.608794984
2020-02-04,1741586.0917234104,1411827.832099425,1337192.5581350725,1481392.8376536805,1449026.1486071495,1233738.9014121275,1444449.6838633653,1167913.8197987871,1318977.5278689538,1312813.347372423,1393663.4870858283,1467418.6704569303
2020-02-05,1747281.282221147,1412915.5590412337,1350498.9764677673,1488815.6475831212,1454965.9167707816,1235608.3748325533,1440207.8555036571,1171679.2118026188,1306116.3424797026,1305107.767086057,1384390.2664273987,1472672.80987839
2020-02-06,1716606.7273839414,1397498.0042011333,1347817.7993692292,1475250.8915898767,1441529.9366692603,1213374.8764185447,1427309.1602074483,1147161.2836319436,1289137.5767998945,1291151.2750927953,1377907.104698861,1485004.370133496
2020-02-07,1738024.327743522,1407076.8538998198,1351192.4633588893,1489494.6659814692,1449565.4005217685,1214117.7232592723,1441664.036110255,1148956.7501039668,1298815.47229304,1303747.6156679401,1393078.7076116048,1477958.115191284
2020-02-10,1736137.5816144242,1409768.6414636716,1340226.839893884,1500582.8326275002,1452246.1415862758,1219878.4087319372,1449117.5779035357,1156103.337800506,1308072.8143075143,1311330.0992894599,1395378.2672788214,1496153.7758859212
2020-02-11,1794423.3598093963,1444140.7514479782,1369347.060671631,1520555.0045489755,1463574.3629951063,1223844.9224220961,1447309.6831996657,1149965.2341803096,1329911.3369567075,1330403.427516597,1419963.5478800056,1496314.2111398564
2020-02-12,1812205.9021909975,1460449.4608848437,1366902.4389403826,1522998.3867599105,1465536.8871103567,1218878.312547172,1438345.38288037,1143711.9656810036,1330612.092295169,1330967.0670775287,1425956.6934423514,1511302.7020213767
2020-02-13,1824665.6479055241,1468933.9630274726,1368194.5761331662,1524050.4179798334,1470698.7540528805,1238073.9315402193,1443575.8426671715,1168211.8604343554,1328974.4473978486,1331803.48496965,1429245.7001518982,1508551.5060878654
2020-02-14,1819958.4350796633,1475044.4960283488,1376449.2799703456,1528716.4895004055,1469035.2991129414,1236945.556201952,1445771.6834396278,1169945.4221000508,1340611.551255316,1342293.6682831638,1445875.6456273703,1512934.5358147523
2020-02-18,1902408.9519112443,1490701.2029870264,1389046.6638693067,1588806.3159352946,1487216.1940803598,1255946.4111518534,1453045.4703400023,1181759.1405628475,1367771.7701531656,1363662.922947974,1479070.81962562,1513912.346467684
2020-02-19,1895214.447198553,1479972.9339605814,1373111.0398640097,1583482.9444617387,1479525.037365936,1245614.85734111,1446710.686658775,1171308.863061547,1369877.11389211,1362150.0331656442,1468783.7326794986,1527893.2425438676
2020-02-20,1881574.7654161982,1464895.9505008853,1362866.7575358893,1559668.9870431586,1457358.1965249574,1226056.7148486443,1437874.2343796552,1153576.8721305346,1357245.8261304363,1348365.5342996279,1449906.386206633,1513602.683398605
2020-02-21,1772851.4568575064,1395254.889041753,1327544.260585328,1504442.2100400375,1410929.3096515648,1170546.78572311,1389410.479366666,1101340.6325504228,1323185.2506498015,1313918.9911373518,1399627.5491879147,1485125.5025883808
2020-02-24,1690346.6349239103,1350939.1619300123,1308130.028120122,1452299.260764549,1356610.7448106431,1120847.3875422343,1349086.7220464288,1060421.1256759493,1293351.5685200242,1287391.9464615749,1362267.0005112183,1427419.4749360986
2020-02-25,1702260.4574676643,1364911.322812439,1308410.0866169187,1483515.3411350546,1353264.9830648168,1128344.016716287,1348092.44399555,1075941.5091962519,1301014.7269942837,1299429.2870624166,1370245.243476897,1388940.499400402
2020-02-26,1620012.2910228616,1305221.8073890416,1254072.9984018097,1426720.5070598489,1294076.1562977557,1068987.1200245968,1297762.146201337,1018573.5806306686,1255195.1033964443,1251240.3982293978,1318794.2056719323,1395054.3875510842
2020-02-27,1629330.2752004354,1316355.9791391578,1247046.88704324,1425924.2045424639,1288717.5079731094,1082764.972178103,1291075.7154300292,1040271.8611372408,1253708.456435244,1254323.2382769538,1320364.6580566994,1326338.9703679925
2020-02-28,1702701.602462623,1373976.9020868037,1318282.7195107692,1475820.8547918906,1335699.4993746188,1133713.3561557957,1339219.7660553074,1088766.4290183191,1289591.7559272689,1297080.9256437642,1368005.1652245312,1330294.4286286503
2020-03-02,1669052.2324151008,1329790.65302685,1284862.7200101905,1444583.6285282362,1286914.9147236787,1109961.331927394,1305790.0910166954,1067619.9407557156,1255957.1268470068,1262951.7520086516,1329582.63073583,1395717.9293381732
2020-03-03,1747064.3350583622,1383795.5301837882,1344803.4328501849,1505449.9965872131,1349421.4567387209,1144146.789151113,1368546.4545828386,1105817.079306171,1303456.2813886185,1312829.8083611382,1375835.6741612512,1351150.0904808776
2020-03-04,1714792.7034160886,1333849.5921567902,1307105.4858226872,1474099.3720021083,1309585.6618631745,1108132.2614433235,1322833.1353220232,1079432.623551785,1268722.5080164422,1277371.4166431504,1339922.716277731,1406927.0569219675
2020-03-05,1672646.1288382714,1311827.3356441858,1292929.8425646694,1442928.420749299,1293146.8944888923,1084313.5432038894,1300653.3624690357,1072371.1249219172,1250962.2388493512,1256399.9587808854,1310067.8502077167,1363282.0662095565
2020-03-06,1506371.74215738,1191156.7490513485,1204494.2640776637,1329338.0163866167,1215078.373743222,984971.0976012312,1224879.5877579805,1010841.8754655166,1169734.4539026658,1169717.200116154,1211762.331815964,1341064.9308339823
2020-03-09,1609906.401132016,1267898.234612201,1245141.6253864586,1386752.276664339,1256985.6567133383,1032613.1339189672,1287313.6676507134,1046965.780379624,1221722.3194489186,1226530.722302068,1277030.7565842755,1249519.2699627897
2020-03-10,1509894.139905019,1200533.2511776558,1197322.4386981525,1305554.7392500655,1185331.04844878,962379.8623332927,1230896.7694288834,967090.3351727017,1158816.0473437025,1166332.8000510489,1213807.3282952034,1316214.5079220473
2020-03-11,1354686.2378432075,1088251.2728993834,1100863.7759633176,1176500.7556309176,1079157.3663877628,878248.3386722043,1131690.5846216138,877792.9850655072,1056895.28961959,1059199.4191735608,1088705.612424382,1258651.7205491154
2020-03-12,1353331.552771111,1087163.0240722056,1099762.9155629294,1175324.2583626332,1078078.209459729,877370.0936203949,1130558.8994515294,876915.1979089354,1055838.3950266112,1058140.223350881,1087616.908158105,1141927.0899301777
2020-03-13,1314952.080889429,1037579.6992694288,1055783.4089258194,1138724.6506126276,1029855.6604844142,788783.9365778725,1068090.023638375,834385.7520950099,1009566.1352167975,1005475.0762477705,1034859.432912216,1256944.3516888153
2020-03-16,1314656.7666092643,1037224.264394114,1055449.400330574,1138451.7871771457,1029508.0517821693,788018.620469653,1067665.378326721,834086.8011144463,1009185.228941961,1005033.9929092822,1034419.7081103228,1103682.319159915
2020-03-17,1314656.7666092643,1037224.264394114,1055449.400330574,1138451.7871771457,1029508.0517821693,788018.620469653,1067665.378326721,834086.8011144463,1009185.228941961,1005033.9929092822,1034419.7081103228,1174988.6505491415
2020-03-18,1314656.7666092643,1037224.264394114,1055449.400330574,1138451.7871771457,1029508.0517821693,788018.620469653,1067665.378326721,834086.8011144463,1009185.228941961,1005033.9929092822,1034419.7081103228,1128018.658389743
2020-03-19,1314656.7666092643,1037224.264394114,1055449.400330574,1138451.7871771457,1029508.0517821693,788018.620469653,1067665.378326721,834086.8011144463,1009185.228941961,1005033.9929092822,1034419.7081103228,1145836.9508028748
2020-03-20,1317927.8304594646,1042539.3378028327,1060441.4610500978,1147929.2276035054,1041315.4480673998,784712.7126899491,1064307.6990693782,837728.5559590674,1010279.6246109349,1005605.5718353081,1035430.4878675214,1099580.7036152894
2020-03-23,1352237.0471963438,1089130.6449839654,1096452.957743151,1178863.6965765413,1082789.9330480217,838002.9165749738,1142835.5368505146,871518.0860846598,1053214.352232589,1054663.7936704017,1083195.4944094538,1101566.2626001167
2020-03-24,1361645.9538579823,1087093.9363448108,1101719.9693670028,1170660.9105862612,1081607.465923849,854907.9394742793,1158454.0604208119,878641.0113377182,1062828.6008849894,1063786.906266974,1090696.0182213015,1187546.662478462
2020-03-25,1422744.507418932,1144271.6097842979,1178988.8282072025,1246482.7652642701,1146392.5806055425,892685.410952433,1228930.9980019229,941002.6863459287,1116263.3573650122,1116887.8850726313,1146196.8820990056,1174307.9137874679
2020-03-26,1350374.5769315253,1107972.2744719202,1138783.6648335275,1204856.0331207318,1101891.9804374978,836249.5505669308,1179807.0853467716,910616.7396182021,1064601.945652946,1065661.6803034295,1094734.9013377358,1241517.2354288327
2020-03-27,1389275.2125017284,1144156.6079183798,1192638.0394536424,1258824.977057911,1146680.518203018,868601.9036058579,1218376.754935981,941487.4577725586,1103373.9291637037,1107059.9745704818,1135164.4424819842,1192976.7433362948
2020-03-30,1386346.9519259182,1146784.8304867055,1180670.0252631523,1248087.1878506232,1139392.164404706,872878.267952722,1213080.7062297836,927546.4600935952,1096562.889910174,1097164.9074789796,1124860.0046328667,1240240.6620924964
2020-03-31,1317163.6650074704,1095805.4140191528,1111284.8699676902,1194093.1868329472,1088709.8302508038,830010.22187137,1145751.0816830576,884434.8794620337,1053279.3917293749,1050166.2457721075,1077553.2319550465,1228369.6815137598
2020-04-01,1334401.0418291232,1119097.955950718,1143969.341948881,1222879.7269552085,1109533.2113973482,854343.8932174585,1167760.161709603,914466.1835039312,1069528.694573109,1069455.3798378576,1096104.830671182,1176928.612146008
2020-04-02,1306264.2636623972,1099530.4802687105,1125224.3688009204,1203676.6727511913,1088289.26008698,837903.4354562749,1146001.162148093,894100.9398456622,1048021.2724160127,1050834.3470273323,1074552.362327736,1200411.266945686
2020-04-03,1428260.2244103951,1177989.9388368367,1208505.5554438357,1275141.441577595,1165596.8099384247,897471.7995616037,1249547.0693028232,957096.1614411377,1131578.7158300814,1132623.0969195834,1161142.2221774757,1183503.1567363385
2020-04-06,1442740.4068023916,1173164.3821053372,1197985.4526307038,1256642.3272551245,1158132.4566803698,897532.7729905471,1240368.0689593628,953381.1726533907,1128882.6029058753,1125773.0011535594,1154836.1591726183,1270527.4604511748
2020-04-07,1496509.699813622,1203748.631824026,1229785.0088710664,1282319.261329889,1185259.320826449,914488.3168100143,1279788.7184076305,965009.655009425,1155025.0716517665,1156245.3085522477,1187125.7012362257,1265441.6629014278
2020-04-08,1493316.1969864338,1202735.5048744138,1232580.6180448146,1285046.8322023028,1194444.9638938622,923497.7901696515,1289598.7499511917,974738.2639576017,1163143.2074804911,1163186.1643194656,1194303.6518884564,1293775.8337221395
2020-04-09,1500987.3006060405,1223521.4642902683,1247476.8444251448,1316240.8231677145,1205787.6418676714,927397.7611693114,1292861.7136159658,992800.0202428947,1179800.7603906745,1182031.3694982787,1209212.7583298306,1295189.1992223572
2020-04-13,1567601.5641766503,1271481.7872620388,1292967.3259992173,1370995.2207975837,1256619.5414008687,956494.0345213679,1347237.2640919897,1026444.0766690989,1225791.9994440842,1232350.129950659,1260789.141303728,1310000.059875358
2020-04-14,1566551.3964603788,1277941.0161272918,1279443.9667809966,1374885.3310121817,1245195.5289285749,939451.8645278256,1317077.6947602523,1019449.8764092894,1218171.9846033808,1229902.569322205,1254169.6876454153,1366504.8957316699
2020-04-15,1603509.000948106,1311469.1068610444,1308042.7587671906,1407424.233521009,1254985.325573597,959163.649169583,1333339.625744886,1046693.4335172417,1239480.146623416,1253485.7673226807,1278427.9719829648,1350752.3031670535
2020-04-16,1610210.5048402078,1313648.111342967,1324523.6628333519,1401822.4139498111,1276933.8455197325,991623.0030577135,1369924.0824381567,1073063.6562036702,1247973.8384347837,1260121.1375791829,1288468.6149348463,1376828.942704042
2020-04-17,1596678.0116126006,1311776.410912469,1315836.4954630376,1411086.6416757284,1272816.9163167735,996194.2654663037,1364087.827064691,1085085.6672751505,1245946.4887601207,1262286.1222600185,1289052.0379283887,1388553.7659988108
2020-04-20,1526366.0093373768,1268877.735369028,1265757.6660850272,1377622.5421739456,1225828.4781157346,960897.647266552,1304086.2791954032,1045323.4603790493,1203967.9537679222,1223044.3420872337,1245685.683191682,1371905.0389105387
2020-04-21,1584368.7040357273,1283079.0416403254,1257861.6779778078,1358203.8186451788,1255488.671101489,982167.4030601654,1340186.5194805223,1057065.639194655,1223251.386030275,1239230.6391483916,1265128.2064612112,1321045.6816740413
2020-04-22,1565078.2834987734,1279376.1287776646,1257072.2467591711,1357993.9639912152,1256187.568249361,988436.0387283239,1334704.8404526666,1061016.8963176017,1233445.451924242,1249441.458032307,1273960.6552539994,1362178.3637784175
2020-04-23,1566998.3986740427,1287081.355765746,1270733.9291480163,1366389.2233862507,1272898.3753705125,988182.155489808,1349131.4987013324,1057260.2165583633,1247540.3048628452,1264409.3096817397,1288941.5772973474,1358540.5519678956
2020-04-24,1595755.070434872,1303890.333473823,1291702.076759316,1370157.7265288704,1292544.0354930167,996898.308640355,1369982.299603608,1073988.4420289183,1255248.0243883058,1275082.9192843258,1300938.0500912818,1381351.8351259863
2020-04-27,1593200.5322140343,1291700.2948434893,1281733.864830463,1347418.940093516,1281446.8151708068,990182.0849801834,1353027.2701074537,1070003.0163549103,1242177.9837443472,1248829.7950103555,1275101.5647873618,1389379.1247788642
2020-04-28,1635107.4601588943,1313460.615786524,1316309.2362066251,1374229.6253009564,1323775.8957400427,1014841.2064400789,1385080.7766382843,1088123.2887281126,1272579.5542165872,1288768.6726248525,1318177.3106704107,1364215.8147401155
2020-04-29,1595574.4783187914,1294019.630883223,1295207.5704862075,1365137.787492137,1316132.2080178645,1013783.9453270332,1370065.0020308644,1090641.9440139758,1267835.2376190212,1288304.8803205474,1317899.6583087652,1412190.4079369546
2020-04-30,1576399.9087679358,1286868.1851838524,1255836.221122084,1343777.9559161868,1271787.8969656166,979161.5047329705,1339762.812195775,1047872.0491297476,1235106.510986622,1248696.8816884137,1277023.7109709107,1414980.906669516
2020-05-01,1594139.9084962371,1304791.1073276026,1275714.840278792,1366935.5524060943,1283162.7547044212,993646.7268422861,1369279.674783054,1055612.737917132,1255288.5630837965,1277127.007514294,1304383.9175844041,1370595.4573640625
2020-05-04,1621275.7139390314,1321542.2231824566,1295127.0328294379,1373289.1184763282,1295617.2370318698,1004603.235808671,1391897.9748637383,1063343.597374226,1266480.8144448327,1284191.3746341392,1314361.2615179429,1388821.0557376638
2020-05-05,1740935.7232950714,1376705.4691263756,1306654.8377181198,1390053.1465592543,1291846.423649351,1011942.4022085866,1401556.1177391766,1076908.882625293,1271288.6070083382,1296601.9013149443,1327360.925302514,1403993.471436614
2020-05-06,1787051.6319518366,1406835.9531266694,1307185.2366877983,1404118.2005213923,1315885.706042555,1017448.7500247004,1411456.7868457052,1075247.111600666,1272980.719546374,1301126.8126246464,1333062.203109364,1412520.6435649113
2020-05-07,1822307.9973651203,1423885.6757793904,1324104.53299081,1409981.3237710046,1331922.5987225485,1020711.0288792285,1431086.817091724,1069983.9784112524,1298805.553181558,1320161.957815386,1353288.502859923,1430917.4240515628
2020-05-08,1828170.3566433324,1430274.0206852462,1348648.2719523471,1427686.521745833,1329064.7844036429,1043114.5952963175,1456552.7448222325,1098147.6185569102,1301709.717474023,1324737.4689739845,1359074.6460463724,1449542.191478017
2020-05-11,1781986.9803196555,1396656.333685539,1317538.029894256,1400353.417254217,1299547.9896804201,1034183.4914341368,1416319.0042254876,1095463.3841816057,1273760.6409515508,1298671.1595271493,1331655.4264123375,1461894.3242920008
2020-05-12,1767407.1698365768,1389389.3669017141,1294511.7939778173,1395659.4921657243,1270226.5978649892,1031282.2328141158,1388785.4431613158,1096679.354200769,1261995.7512038965,1287312.2911069738,1317328.9130700578,1432579.1955239025
2020-05-13,1803467.566468237,1406447.3759333934,1317647.416805581,1406281.5825323015,1284794.8406960312,1036614.4443702596,1403922.7826889004,1099698.5860226601,1274163.353760247,1301105.231829415,1331060.6960446155,1414913.3549836485
2020-05-14,1797934.8125153352,1417143.7116324226,1324614.1461969637,1425590.2828647417,1288190.0727740168,1060877.2496535918,1426706.4521710118,1131032.6250231084,1284605.160676492,1320031.7322290004,1350004.4834735852,1429744.6346689684
2020-05-15,1839151.611694375,1446435.9285846532,1346939.0006495968,1449311.7512030064,1329819.9327808444,1089567.886184836,1449910.1194779973,1162871.3550600018,1312961.1452838448,1341397.1849771095,1371366.150678884,1438897.4275243336
2020-05-18,1854868.9527361614,1442069.45740201,1345179.3837718456,1445135.38125917,1328515.8136976294,1083165.1384955456,1448867.8870432973,1157743.2459448692,1311315.7091786312,1346641.383790505,1378367.211340271,1467083.8290322102
2020-05-19,1896193.642698482,1460419.7190386653,1367104.1276140616,1456461.6507405394,1355069.6210850838,1121116.9814716154,1464937.252120334,1203245.052017258,1321793.3489828992,1355525.4548156785,1389022.694456361,1461834.6024606314
2020-05-20,1869604.4564867462,1437840.9351851814,1333141.526561853,1428362.6167678372,1343840.0943582605,1099711.8293888015,1457769.925312157,1177778.962203551,1294386.391359607,1335081.62677231,1368953.1796393231,1491151.266494318
2020-05-21,1902808.3812969534,1447940.6627455133,1347181.5170705123,1421614.3820356014,1353567.3324958489,1111505.9948536896,1465342.7616707843,1192465.049018888,1294316.9150923726,1335125.2166351147,1370952.7621609203,1474325.0627040847
2020-05-22,1896693.818991162,1436139.6498934939,1341171.3941746335,1403756.2551335462,1366757.9677088072,1108193.923540252,1446202.9421396342,1193800.2824698235,1288570.553489567,1325484.1630124056,1361347.3896501106,1479984.665767308
2020-05-26,1894103.0025165193,1448505.527494919,1355458.051437047,1430036.5985725187,1398867.1516066885,1128960.0456753098,1484505.2341521336,1223749.4086776807,1314240.181159499,1344334.4079184723,1378731.9972244615,1476210.0617929045
2020-05-27,1905591.1493391483,1449806.891461727,1357689.3538324242,1431328.7885586296,1408168.7376446868,1143761.9611567084,1483916.0295498574,1247557.2881702725,1308581.4217810584,1346722.113400382,1383088.284718892,1484395.9443810123
2020-05-28,1941991.592756147,1476552.5749229656,1375066.291949812,1446881.6306418197,1414650.629787008,1132169.7595744804,1512372.4809973973,1223296.6989561457,1335169.0534332008,1370145.8331743963,1408210.5893518021,1480412.2372335372
2020-05-29,1933377.9662826483,1476922.8024748832,1370519.4766087134,1451769.518927275,1418244.7312750188,1140738.4268750008,1517187.6306137943,1230049.7576015003,1346105.1910164633,1384954.4371067872,1422539.5614870782,1502236.34461861
2020-06-01,1954032.2151047445,1493401.1980099347,1376791.9082120287,1457787.208697077,1432041.776017885,1146719.1762300453,1514838.4665332355,1233719.5421451011,1355186.721565708,1391237.8923463963,1429379.4692604502,1509052.9238288726
2020-06-02,1964372.7138320021,1501502.8588727065,1373496.791273654,1449109.8819695003,1454461.91652002,1136403.2740004258,1516445.0896155536,1216756.3377392492,1364994.6184399968,1402540.316086327,1438815.0180586795,1518237.1896287897
2020-06-03,1940094.3355199858,1484153.92441468,1365957.573838198,1438781.3832935784,1449328.007167505,1131726.8927072568,1506495.4358767618,1216102.463449369,1357282.075500582,1383853.3410196642,1420065.8956626416,1525685.9912081482
2020-06-04,1995249.478758659,1514469.244188203,1392882.1937789335,1448150.6753685854,1471080.5528063544,1140172.3659193008,1518737.5759427089,1209403.5399726778,1380019.859699244,1411201.9376525097,1450442.503496358,1513890.392169777
2020-06-05,1995082.9456560866,1514918.513014436,1403540.8508250297,1457031.6224986617,1492125.1952251561,1166063.5409271712,1530849.1759589838,1224904.6029357468,1384676.8985882967,1422552.4845643311,1462148.015812329,1544504.0485721186
2020-06-08,2001787.4894652064,1514845.470209557,1393666.2348774623,1457628.1610079026,1474351.733977061,1154220.590395257,1526074.8853063842,1221714.2023655798,1384300.986671795,1430000.900876583,1469754.5351579248,1556629.7297118874
2020-06-09,2032259.480073495,1523568.4674731356,1400509.0657085553,1458515.3073919364,1471175.8941789381,1151756.5012351715,1536396.5150984258,1226582.649780587,1375439.5960798182,1432761.354821529,1472987.646717783,1566950.7061530834
2020-06-10,1937162.7813328616,1464065.8261497847,1329436.1354550335,1393591.15402892,1382903.2882638064,1080919.3328892658,1457340.9631013551,1153738.5280164985,1327824.926330496,1376161.4498428763,1409919.623184658,1586930.6525139743
2020-06-11,1987452.5711647286,1479404.1763557426,1334066.5615917936,1398060.414459813,1398710.7638169485,1098023.2479067205,1480317.1381636485,1168265.7284921287,1330185.708295245,1380870.2838264639,1416852.5094218235,1507416.4842387333
2020-06-12,2026135.1486688422,1504971.204633787,1346836.385459839,1420342.419716008,1410742.75222527,1116327.1077693542,1488729.8326574594,1190243.3911229367,1346627.4272230468,1400746.1101209687,1437993.711404288,1519254.4566073304
2020-06-15,2068015.7271148548,1536598.4717517588,1369415.3211818151,1449369.1754733473,1443103.2078066696,1142049.2156970024,1515937.5791242828,1212493.690469945,1372970.2726818344,1435699.9101680226,1476329.0248846074,1537036.5167525879
2020-06-16,2060519.4604568498,1541084.9645243958,1379759.3743960024,1458466.1401976952,1444282.3745860069,1145703.1148356681,1519148.9233425471,1228764.5301895118,1361026.6690489072,1442870.4635094034,1479257.952856258,1564152.3775660237
2020-06-17,2058683.8914429664,1526553.5646613545,1364966.0841134193,1467045.4778417933,1458432.8498568574,1149866.1263039666,1530844.4319395302,1235141.1311047866,1374760.0070374454,1451995.7321855593,1490468.792804605,1569357.6955417884
